446,Incorr,AVG RT,31970118
345.8,Incorr,AVG RT,31970118
274,Incorr,AVG RT,31970218
265.1,Incorr,AVG RT,31970218
274,Incorr,AVG RT,31970318
222,Incorr,AVG RT,31970318
348.5,Incorr,AVG RT,32050118
264.5,Incorr,AVG RT,3209110318
253.4,Incorr,AVG RT,3209120218
244.6,Incorr,AVG RT,3209120218
344.5,Incorr,AVG RT,32950318
606,Incorr,AVG RT,32950318
284.6,Incorr,AVG RT,32950518
261.8,Incorr,AVG RT,32950518
247.1,Incorr,AVG RT,32960218
281.6,Incorr,AVG RT,32960218
351.5,Incorr,AVG RT,32960318
305.8,Incorr,AVG RT,32960318
276,Incorr,AVG RT,32960418
267.6,Incorr,AVG RT,32960418
298.4,Incorr,AVG RT,32970418
313.3,Incorr,AVG RT,32970418
312.7,Incorr,AVG RT,GRAND AVG
"
",,,
421,All,# Trials,310910318
421,All,# Trials,310910318
421,All,# Trials,3109120318
421,All,# Trials,3109120318
421,All,# Trials,319100118
421,All,# Trials,319100118
421,All,# Trials,319100418
421,All,# Trials,319100418
421,All,# Trials,319110118
421,All,# Trials,319110118
421,All,# Trials,319110218
421,All,# Trials,319110218
421,All,# Trials,31950218
421,All,# Trials,31950218
421,All,# Trials,31950418
421,All,# Trials,31950418
421,All,# Trials,31960118
421,All,# Trials,31960118
421,All,# Trials,31970118
421,All,# Trials,31970118
421,All,# Trials,31970218
421,All,# Trials,31970218
421,All,# Trials,31970318
421,All,# Trials,31970318
421,All,# Trials,32050118
420,All,# Trials,3209110318
421,All,# Trials,3209110318
421,All,# Trials,3209120218
421,All,# Trials,3209120218
421,All,# Trials,32950318
421,All,# Trials,32950318
421,All,# Trials,32950518
421,All,# Trials,32950518
421,All,# Trials,32960218
421,All,# Trials,32960218
421,All,# Trials,32960318
421,All,# Trials,32960318
421,All,# Trials,32960418
421,All,# Trials,32960418
421,All,# Trials,32970418
421,All,# Trials,32970418
421,All,# Trials,GRAND AVG
"
",,,
399,Corr,# Trials,310910318
399,Corr,# Trials,310910318
403,Corr,# Trials,3109120318
408,Corr,# Trials,3109120318
408,Corr,# Trials,319100118
409,Corr,# Trials,319100118
419,Corr,# Trials,319100418
417,Corr,# Trials,319100418
411,Corr,# Trials,319110118
404,Corr,# Trials,319110118
404,Corr,# Trials,319110218
407,Corr,# Trials,319110218
367,Corr,# Trials,31950218
400,Corr,# Trials,31950218
401,Corr,# Trials,31950418
397,Corr,# Trials,31950418
397,Corr,# Trials,31960118
382,Corr,# Trials,31960118
411,Corr,# Trials,31970118
414,Corr,# Trials,31970118
356,Corr,# Trials,31970218
365,Corr,# Trials,31970218
418,Corr,# Trials,31970318
416,Corr,# Trials,31970318
417,Corr,# Trials,32050118
416,Corr,# Trials,3209110318
414,Corr,# Trials,3209110318
363,Corr,# Trials,3209120218
347,Corr,# Trials,3209120218
400,Corr,# Trials,32950318
400,Corr,# Trials,32950318
363,Corr,# Trials,32950518
370,Corr,# Trials,32950518
323,Corr,# Trials,32960218
363,Corr,# Trials,32960218
394,Corr,# Trials,32960318
396,Corr,# Trials,32960318
409,Corr,# Trials,32960418
400,Corr,# Trials,32960418
390,Corr,# Trials,32970418
397,Corr,# Trials,32970418
394.5,Corr,# Trials,GRAND AVG
"
",,,
1,Incorr,# Trials,310910318
1,Incorr,# Trials,310910318
17,Incorr,# Trials,3109120318
11,Incorr,# Trials,3109120318
12,Incorr,# Trials,319100118
11,Incorr,# Trials,319100118
1,Incorr,# Trials,319100418
2,Incorr,# Trials,319100418
1,Incorr,# Trials,319110118
6,Incorr,# Trials,319110118
11,Incorr,# Trials,319110218
10,Incorr,# Trials,319110218
1,Incorr,# Trials,31950218
4,Incorr,# Trials,31950218
7,Incorr,# Trials,31950418
11,Incorr,# Trials,31950418
1,Incorr,# Trials,31960118
35,Incorr,# Trials,31960118
2,Incorr,# Trials,31970118
4,Incorr,# Trials,31970118
9,Incorr,# Trials,31970218
31,Incorr,# Trials,31970218
1,Incorr,# Trials,31970318
2,Incorr,# Trials,31970318
2,Incorr,# Trials,32050118
0,Incorr,# Trials,3209110318
2,Incorr,# Trials,3209110318
38,Incorr,# Trials,3209120218
49,Incorr,# Trials,3209120218
4,Incorr,# Trials,32950318
2,Incorr,# Trials,32950318
19,Incorr,# Trials,32950518
31,Incorr,# Trials,32950518
25,Incorr,# Trials,32960218
50,Incorr,# Trials,32960218
23,Incorr,# Trials,32960318
24,Incorr,# Trials,32960318
11,Incorr,# Trials,32960418
18,Incorr,# Trials,32960418
22,Incorr,# Trials,32970418
18,Incorr,# Trials,32970418
12.9,Incorr,# Trials,GRAND AVG
"
",,,
94.1,Correct,% Trials,310910318
94.1,Correct,% Trials,310910318
95.05,Correct,% Trials,3109120318
96.23,Correct,% Trials,3109120318
96.23,Correct,% Trials,319100118
96.46,Correct,% Trials,319100118
98.82,Correct,% Trials,319100418
98.35,Correct,% Trials,319100418
96.93,Correct,% Trials,319110118
95.28,Correct,% Trials,319110118
95.28,Correct,% Trials,319110218
95.99,Correct,% Trials,319110218
86.56,Correct,% Trials,31950218
94.34,Correct,% Trials,31950218
94.58,Correct,% Trials,31950418
93.63,Correct,% Trials,31950418
93.63,Correct,% Trials,31960118
90.09,Correct,% Trials,31960118
96.93,Correct,% Trials,31970118
97.64,Correct,% Trials,31970118
83.96,Correct,% Trials,31970218
86.08,Correct,% Trials,31970218
98.58,Correct,% Trials,31970318
98.11,Correct,% Trials,31970318
98.35,Correct,% Trials,32050118
98.35,Correct,% Trials,3209110318
97.64,Correct,% Trials,3209110318
85.61,Correct,% Trials,3209120218
81.84,Correct,% Trials,3209120218
94.34,Correct,% Trials,32950318
94.34,Correct,% Trials,32950318
85.61,Correct,% Trials,32950518
87.26,Correct,% Trials,32950518
76.18,Correct,% Trials,32960218
85.61,Correct,% Trials,32960218
92.92,Correct,% Trials,32960318
93.4,Correct,% Trials,32960318
96.46,Correct,% Trials,32960418
94.34,Correct,% Trials,32960418
91.98,Correct,% Trials,32970418
93.63,Correct,% Trials,32970418
93,Correct,% Trials,GRAND AVG
"
",,,
0.24,Incorrect,% Trials,310910318
0.24,Incorrect,% Trials,310910318
4.01,Incorrect,% Trials,3109120318
2.59,Incorrect,% Trials,3109120318
2.83,Incorrect,% Trials,319100118
2.59,Incorrect,% Trials,319100118
0.24,Incorrect,% Trials,319100418
0.47,Incorrect,% Trials,319100418
0.24,Incorrect,% Trials,319110118
1.42,Incorrect,% Trials,319110118
2.59,Incorrect,% Trials,319110218
2.36,Incorrect,% Trials,319110218
0.24,Incorrect,% Trials,31950218
0.94,Incorrect,% Trials,31950218
1.65,Incorrect,% Trials,31950418
2.59,Incorrect,% Trials,31950418
0.24,Incorrect,% Trials,31960118
8.25,Incorrect,% Trials,31960118
0.47,Incorrect,% Trials,31970118
0.94,Incorrect,% Trials,31970118
2.12,Incorrect,% Trials,31970218
7.31,Incorrect,% Trials,31970218
0.24,Incorrect,% Trials,31970318
0.47,Incorrect,% Trials,31970318
0.47,Incorrect,% Trials,32050118
0,Incorrect,% Trials,3209110318
0.47,Incorrect,% Trials,3209110318
8.96,Incorrect,% Trials,3209120218
11.56,Incorrect,% Trials,3209120218
0.94,Incorrect,% Trials,32950318
0.47,Incorrect,% Trials,32950318
4.48,Incorrect,% Trials,32950518
7.31,Incorrect,% Trials,32950518
5.9,Incorrect,% Trials,32960218
11.79,Incorrect,% Trials,32960218
5.42,Incorrect,% Trials,32960318
5.66,Incorrect,% Trials,32960318
2.59,Incorrect,% Trials,32960418
4.25,Incorrect,% Trials,32960418
5.19,Incorrect,% Trials,32970418
4.25,Incorrect,% Trials,32970418
3,Incorrect,% Trials,GRAND AVG
"
",,,
4.75,Missed,% Trials,310910318
4.75,Missed,% Trials,310910318
0.24,Missed,% Trials,3109120318
0.24,Missed,% Trials,319100418
1.9,Missed,% Trials,319110118
2.38,Missed,% Trials,319110118
1.19,Missed,% Trials,319110218
0.71,Missed,% Trials,319110218
12.35,Missed,% Trials,31950218
3.8,Missed,% Trials,31950218
2.85,Missed,% Trials,31950418
2.85,Missed,% Trials,31950418
5.23,Missed,% Trials,31960118
0.71,Missed,% Trials,31960118
1.66,Missed,% Trials,31970118
0.48,Missed,% Trials,31970118
13.06,Missed,% Trials,31970218
5.7,Missed,% Trials,31970218
0.24,Missed,% Trials,31970318
0.48,Missed,% Trials,31970318
0.24,Missed,% Trials,32050118
0.95,Missed,% Trials,3209110318
0.95,Missed,% Trials,3209110318
4.51,Missed,% Trials,3209120218
5.7,Missed,% Trials,3209120218
3.8,Missed,% Trials,32950318
4.28,Missed,% Trials,32950318
9.03,Missed,% Trials,32950518
4.51,Missed,% Trials,32950518
17.1,Missed,% Trials,32960218
1.66,Missed,% Trials,32960218
0.71,Missed,% Trials,32960318
0.48,Missed,% Trials,32960418
1.9,Missed,% Trials,32970418
1.19,Missed,% Trials,32970418
3.5,Missed,% Trials,GRAND AVG
"
",,,
